_id,Clave,Producto,_idCategoria,_idMarca,Precio1,Precio2,No_parte,Descripcion,Modelo,Anios,RefaccionNueva,RefaccionOferta,color,Estatus,Alto,Largo,Ancho,Peso,id_proveedor
5039,5398,Manguera Clefaccion Tsuru III,2,1,14.99,0,14055-F4305,Manguera Clefaccion Tsuru III  Marca Bruck,83,105,0,0,#aa0009,1,15,8,3,0.1,0
5040,5399,Manguera Calefaccion Tsuru III Rectangular,2,1,29.99,0,14055-F4304,Manguera Calefaccion Tsuru III Rectangular Marca Bruck,83,105,0,0,#aa0009,1,20,26,2,0.1,0
5041,4021,Filtro Aceite Tsuru III Chico,1,1,27,0,15208-31U01,Filtro Aceite Tsuru III Chico,83,105,0,0,#aa0009,1,,,,,4
5042,14651,BAlero Doble Versa Delantero con ABS,3,1,213.54,0,RDNN0900,BAlero Doble Versa Delantero con ABS Marca Yokomitsu,37,51,0,0,#aa0009,1,8,8,45,0.6,10
5043,13357,Tolva Motor Versa Central,2,1,312.09,0,CTRN0900,Tolva Motor Versa Central,37,51,0,0,#aa0009,1,114,30,2,0.5,0
5044,421,FIltro Aceite Versa,1,1,39.99,0,15208-31U01,FIltro Aceite Versa  MArca Nikko,37,51,0,0,#aa0009,1,7,7,9,0.25,0
5045,8461,Torre Para Piso Vocho Derecha,4,2,163,0,TORRE,Torre Para Piso Vocho Derecha,64,68,0,0,#aa0009,1,43,15,16,0.65,0
5046,14084,Tambor Trasero Vocho 1600,7,2,545,0,1BM 501 615,Tambor Trasero Vocho 1600  Marca Bruck,64,68,0,0,#aa0009,1,28,28,10,6,0
5047,2541,Chicote Freno Mano Vocho 1600,7,2,58.99,0,VW603NK,Chicote Freno Mano Vocho 1600 Marca Nikko,64,68,0,0,#aa0009,1,40,29,2,0.25,32
5048,13079,Esprea Electromagnetica Vocho,5,2,122.79,0,049-129-412C,Esprea Electromagnetica Vocho  Marca Voltmax,64,68,0,0,#aa0009,1,10,4,4,0.1,26
5049,12785,Faro Corsa Auxiliar Derecho 03-08,4,3,362,0,FXNC0201,Faro Corsa Auxiliar Derecho 03-08 Marca Forcetec,16,70,0,0,#aa0009,1,23,17,23,0.8,0
5050,13785,Faro Tornado Auxiliar Derecho 03-08,4,3,455.99,0,FXNC0201,Faro Tornado Auxiliar Derecho 03-08 Marca Forcetec,21,76,0,0,#aa0009,1,23,17,23,0.8,39
5051,12786,Faro Corsa Auxiliar 03-08 Izquierdo,4,3,362,0,FXNC0202,Faro Corsa Auxiliar 03-08 Izquierdo Marca Forcetec,16,71,0,0,#aa0009,1,23,17,23,0.8,39
5052,12786,Faro Tornado Auxiliar 03-08 Izquierdo,4,3,362,0,FXNC0202,Faro Tornado Auxiliar 03-08 Izquierdo Forcetec,21,76,0,0,#aa0009,1,23,17,23,0.8,39
5053,14121,Faro Spark Auxiliar 13-17 Izquierdo,4,3,250,0,FXNC0812,Faro Spark Auxiliar 13-17 Izquierdo,20,75,0,0,#aa0009,1,14,14,16,0.25,0
5054,14120,Faro Spark Auxiliar 13-17 Derecho,4,3,250,0,FXNC0811,Faro Spark Auxiliar 13-17 Derecho,20,75,0,0,#aa0009,1,14,14,16,0.25,0
5055,3814,Faro Atos Auxiliar 05-10 Izquierdo,4,6,145,0,92201-05500L   O,Faro Atos Auxiliar 05-10 Izquierdo Marca Gepu,70,37,0,0,#aa0009,1,15,16,13,0.3,37
5056,3814,Faro Atos Auxiliar 05-10 Derecho,4,6,145,0,92202-05500R,Faro Atos Auxiliar 05-10 Derecho Marca Gepu,70,37,0,0,#aa0009,1,15,16,13,0.3,37
5057,3812,Faro Atos Auxiliar 00-04 Izquierdo,4,6,164.99,0,922021-2500L,Faro Atos Auxiliar 00-04 Izquierdo,70,36,0,0,#aa0009,1,14,15,16,0.45,0
5058,3811,Faro Atos Auxiliar 00-04 Derecho,4,6,164.99,0,922020-2500R,Faro Atos Auxiliar 00-04 Derecho,70,36,0,0,#aa0009,1,15,14,16,0.45,0
5059,6359,Faro Sentra Auxiliar 13-19 Izquierdo,4,1,294.99,0,FXNN1802,Faro Sentra Auxiliar 13-19 Izquierdo Con Foco,34,48,0,0,#aa0009,1,13,11,14,0.25,0
5060,6354,Faro Sentra Auxiliar 13-19 Derecho,4,1,294.99,0,FXNN1801,Faro Sentra Auxiliar 13-19 Derecho Con Foco,34,47,0,0,#aa0009,1,13,11,14,0.25,0
5061,10217,Faro Polo Auxiliar 02-07 Izquierdo,4,2,169,0,WH07-12-00AL,Faro Polo Auxiliar 02-07 Izquierdo,75,94,0,0,#aa0009,1,12,12,14,0.3,0
5062,10216,Faro Polo Auxiliar 02-07 Derecho,4,2,169,0,WH07-12-00AR,Faro Polo Auxiliar 02-07 Derecho,75,94,0,0,#aa0009,1,12,12,14,0.3,0
5063,3839,Faro Chevy Auxiliar 01-03 Derecho,4,3,212.99,0,FXNC0101,Faro Chevy Auxiliar 01-03 Derecho,5,6,0,0,#aa0009,1,,,,,0
5064,3840,Faro Chevy Auxiliar 01-03 Izquierdo,4,3,212.99,0,FXNC0102,Faro Chevy Auxiliar 01-03 Izquierdo,5,6,0,0,#aa0009,1,,,,,0
5065,10333,Faro Chevy C2 Auxiliar 04-07 Derecho,4,3,349.99,0,FXNC0301,Faro Chevy C2 Auxiliar 04-07 Derecho,5,6,0,0,#aa0009,1,10,13,25,0.3,0
5066,10334,Faro Chevy C2 Auxiliar 04-07 Izquierdo,4,3,349.99,0,FXNC0302,Faro Chevy C2 Auxiliar 04-07 Izquierdo,5,6,0,0,#aa0009,1,10,13,25,0.3,0
5067,11948,Caliper March Completo Derecho (Uado),7,1,1309.99,0,MEXTOP,Caliper March Completo Derecho (Uado) 6 Meses de Garantia,27,34,0,0,#aa0009,1,30,30,20,14.65,7
5068,11940,Caliper March Completo Izquierdo (Usado),7,1,1309.99,0,MEXTOP,Caliper March Completo Izquierdo (Usado) 6 Meses de Garantia,27,34,0,0,#aa0009,1,30,30,20,14.65,7
5069,11948,Caliper Versa Completo Izquierdo (Usado),7,1,1309.99,0,MEXTOP,Caliper Versa Completo Izquierdo (Usado) 6 Meses de Garantia,37,51,0,0,#aa0009,1,30,30,20,14.65,7
5070,11948,Caliper Versa Completo Derecho (Usado),7,1,1309.99,0,Mextop,aliper Versa Completo Derecho (Usado) &amp;amp; Mese de Garantia,37,51,0,0,#aa0009,1,30,30,20,14.65,7
5071,14098,Faro Pick up D21 Izquierdo,4,1,644.99,0,FFRN0202,Faro Pick up D21 Izquierdo Marca Diforza,30,40,0,0,#aa0009,1,21,16,25,1.1,18
5072,14097,Faro Pick up D21 Derecho,4,1,644.99,0,FFRN0201,Faro Pick up D21 Derecho Marca Diforza,30,40,0,0,#aa0009,1,21,16,25,1.1,18
5073,14079,Nudo Columna Direccion Chevy Estandar,2,3,406.99,0,93310268,Nudo Columna Direccion Chevy Estandar Marca Bruck,5,6,0,0,#aa0009,1,19,20,14,1,0
5074,13788,Junta Cabeza Polo Laminada,2,2,207.99,0,JCRV0600,Junta Cabeza Polo Laminada Marca SP,75,94,0,0,#aa0009,1,18,50,1,0.15,0
5075,13788,Junta Cabeza Lupo Laminada,2,2,207.99,0,JCRV0600,Junta Cabeza Lupo Laminada Marca SP,58,58,0,0,#aa0009,1,18,50,1,0.15,0
5076,13788,Junta Cabeza Gol Laminada,2,2,207.99,0,JCRV0600,Junta Cabeza Gol Laminada Marca SP,51,56,0,0,#aa0009,1,18,50,1,0.15,0
5077,13560,Junta Tapa Distribucion Tsuru III 16 Valulas,2,1,178.99,0,JDRN0100,,83,105,0,0,#aa0009,1,0,0,0,0,0
5078,13014,Faro Vento 16-19 Fondo Negro Con Motor Izquierdo,4,2,1068.99,0,FFNV0722,Faro Vento 16-19 Fondo Negro Con Motor Izquierdo Marca Forcetec,65,69,0,0,#aa0009,1,0,0,0,0,0
5079,13014,Faro Polo 13-14 Fondo Negro Con Motor Izquierdo,4,2,1068.99,0,FFNV0722,Faro Polo 13-14 Fondo Negro Con Motor Izquierdo Marca Forcetec,75,94,0,0,#aa0009,1,0,0,0,0,0
5080,13013,Faro Polo 13-14 Fondo Negro Con Motor Derecho,4,2,1068.99,0,FFNV0721,Faro Polo 13-14 Fondo Negro Con Motor Derecho Marca Forcetec,75,94,0,0,#aa0009,1,0,0,0,0,0
5081,13013,Faro Vento 16-19 Fondo Negro Con Motor Derecho,4,2,1068.99,0,FFNV0721,Faro Vento 16-19 Fondo Negro Con Motor Derecho Marca Forcetec,65,69,0,0,#aa0009,1,0,0,0,0,0
5082,12929,Tolva Salpicadera Versa 12-18 Izquierda,4,1,250,0,CTRN0902,Tolva Salpicadera Versa 12-18 Izquierda,37,51,0,0,#aa0009,1,50,50,50,0.7,0
5083,12929,Tolva Salpicadera Versa 12-18 Izquierda,4,1,250,0,CTRN0902,Tolva Salpicadera Versa 12-18 Izquierda,37,51,0,0,#aa0009,1,50,50,50,0.7,0
5084,8284,Funda Volante Negro / Beige Universal,8,10,56,0,FV-BEIGE/NEGRO,Funda Volante Negro / Beige Universal,76,95,0,0,#aa0009,1,40,40,4,0.45,0
5085,8230,Funda Volante Beige Universal,8,10,56,0,FV-BEIGE,Funda Volante Beige Universal,76,95,0,0,#aa0009,1,40,40,4,0.4,0
5086,13813,Funda Volante Negro / Madera Universal,8,10,77,0,0055 FUN-3-355M,Funda Volante Negro / Madera Universal,76,95,0,0,#aa0009,1,40,40,4,0.5,0
5087,9272,Aceite Motor Fuji Cubeta 19 LTS 20w50,8,10,1074.99,0,4233,Aceite Motor Fuji Cubeta 19 LTS 20w50,76,95,0,0,#aa0009,1,32,32,39,18.35,19
5088,14565,Goma Tapa Motor Bora,4,2,10.99,0,036-129-689B,Goma Tapa Motor Bora Generica,4,5,0,0,#aa0009,1,4,4,3,0.1,0
5089,1578,Buje Chicote Acelerador Caribe,2,2,13,0,26,Buje Chicote Acelerador Caribe Generico,47,22,0,0,#aa0009,1,3,3,2,0.1,4
5090,4344,Galleta Caribe (Soporte Escape),2,2,14.99,0,823 253 147 A,Galleta Caribe (Soporte Escape),47,22,0,0,#aa0009,1,6,6,2,0.1,0
5091,11179,Motoventilador Chevy con Aire con Tolva,5,3,815,0,90469600BC,Motoventilador Chevy con Aire con Tolva Marca Best Cooling,5,6,0,0,#aa0009,1,56,15,35,2.9,0
5092,12915,Goma Barra Estabilizadora Chevy,3,3,15.01,0,93290890SFT,Goma Barra Estabilizadora Chevy Marca Safety,5,6,0,0,#aa0009,1,4,4,5,0.1,0
5093,10382,Soporte Radiador Chevy,2,3,14.99,0,GR-005,Soporte Radiador Chevy,5,6,0,0,#aa0009,1,4,4,2,0.1,0
5094,7370,Sello Cabeza Combi 1800,2,2,24.99,0,237,Sello Cabeza Combi 1800,48,53,0,0,#aa0009,1,7,5,2,0.1,0
5095,4119,Filtro Gasolina Pick up D21 Curbo,1,1,33,0,16400-72L00,Filtro Gasolina Pick up D21 Curbo  Marca Cleanfil,30,40,0,0,#aa0009,1,7,7,13,0.2,0
5096,569,Boster Golf A2,7,2,726.24,0,191 612 107a,Boster Golf A2 Marca M-Series,52,57,0,0,#aa0009,1,25,24,24,2.3,23
5097,569,Boster Golf A3,7,2,726.24,0,191 612 107a,Boster Golf A3 Marca M-Series,68,65,0,0,#aa0009,1,25,24,24,2.3,23
5098,1420,Bomba Gasolina Golf A4,5,2,856.04,0,1J0 919 051 H,Bomba Gasolina Golf A4 Completa Marca Herta,69,66,0,0,#aa0009,1,16,16,32,1.35,24
5099,1464,Boton Control Espejo Golf A3,8,2,33.99,0,1H0 857 520A,Boton Control Espejo Golf A3 Generico,68,65,0,0,#aa0009,1,4,4,3,0.1,4
5100,12261,Goma Multiple Admision Jetta A4,2,2,76,0,500,Goma Multiple Admision Jetta A4,69,66,0,0,#aa0009,1,6,6,3,0.1,0
5101,5198,Liga Asiento Golf A3,8,2,19.99,0,348,Liga Asiento Golf A3,68,65,0,0,#aa0009,1,3,3,11,0.1,0
5102,569,Boster Jetta A2,7,2,726.24,0,191 612 107a,Boster Jetta A2 Marca M-Series,53,15,0,0,#aa0009,1,25,24,24,2.3,23
5103,569,Boster Jetta A3,7,2,726.24,0,191 612 107a,Boster Jetta A3 MArca M-Series,54,16,0,0,#aa0009,1,25,24,24,2.3,23
5104,1464,Boton Control Espejo Jetta A3,8,2,33.99,0,1H0 857 520A,Boton Control Espejo Jetta A3 Generico,54,16,0,0,#aa0009,1,4,4,3,0.1,4
5105,5198,Liga Asiento Jetta A3,8,2,19.99,0,348,Liga Asiento Jetta A3,54,16,0,0,#aa0009,1,3,3,11,0.1,0
5106,1420,Bomba Gasolina Jetta A4,5,2,856.04,0,1J0 919 051 H,Bomba Gasolina Jetta A4 Marca Herta,55,17,0,0,#aa0009,1,16,16,32,1.35,24
5107,12261,Goma Multiple Admision Jetta A4,2,2,76,0,500,Goma Multiple Admision Jetta A4,55,17,0,0,#aa0009,1,6,6,3,0.1,0
5108,11613,Balatas March  Delanteras,7,1,184.83,0,41080-1HL0AFP,Balatas March  Delanteras Marca FP,27,34,0,0,#aa0009,1,7,8,17,1,38
5109,10957,Toma Agua Polo con Caja Reguladora con y Pipita,2,2,274,0,032 121 111 CL,Toma Agua Polo con Caja Reguladora con y Pipita Marca Herta,75,94,0,0,#aa0009,1,17,10,22,0.55,0
5110,10432,Soporte Radiador Sentra 01-06 Superior,2,1,17.59,0,GR-003,Soporte Radiador Sentra 01-06 Superior,34,46,0,0,#aa0009,1,6,6,2,0.1,0
5111,10435,Soporte Radiador Sentra 01-06 Inferior,2,1,17.43,0,GR-004,Soporte Radiador Sentra 01-06 Inferior,34,46,0,0,#aa0009,1,5,5,3,0.1,0
5112,10413,Calavera Tornado Izquierda,4,3,387.99,0,FCHC0502,Calavera Tornado Izquierda Marca CIB,21,76,0,0,#aa0009,1,14,13,34,0.75,63
5113,10412,Calavera Tornado Derecha,4,3,387.99,0,FCHC0501,Calavera Tornado Derecha Marca CIB,21,76,0,0,#aa0009,1,14,13,34,0.75,63
5114,4119,Filtro Gasolina Tsuru III Curvo,1,1,33,0,16400-72L00,Filtro Gasolina Tsuru III Curvo Marca Cleanfil,83,105,0,0,#aa0009,1,7,7,13,0.2,0
5115,2160,Goma Caja Direccion Hidraulica Derecha Tsuru III,3,1,24.99,0,RC-706,Goma Caja Direccion Hidraulica Derecha Tsuru III,83,105,0,0,#aa0009,1,14,8,9,0.2,0
5116,12751,Goma Caja Direccion Tsuru III Estanar Juego,3,1,76,0,6740007,Goma Caja Direccion Tsuru III Estanar Juego Marca Grob,83,105,0,0,#aa0009,1,14,8,9,0.2,0
5117,11613,Balatas Versa Delanteras 11-16,7,1,184.83,0,41080-1HL0AFP,Balatas Versa Delanteras 11-16 Marca FP,37,51,0,0,#aa0009,1,7,8,17,1,38
5118,4442,Goma Multiple Vocho Abierta,2,2,14.99,0,S/N,Goma Multiple Vocho Abierta,64,68,0,0,#aa0009,1,6,6,4,0.1,0
5119,3681,Estabilizador Trasero Vocho Izquierdo Largo,3,2,85.72,0,113 501 819 A,Estabilizador Trasero Vocho Izquierdo Largo,64,68,0,0,#aa0009,1,5,5,29,0.35,0
5120,12704,Soporte Motor March Frontal Derecho,2,1,1354.99,0,112101HS0A,Soporte Motor March Frontal Derecho Marca Bruck,27,34,0,0,#aa0009,1,21,18,18,2.9,0
5121,12704,Soporte Motor Versa Frontal Derecho,2,1,1354.99,0,112101HS0A,Soporte Motor Versa Frontal Derecho Marca Bruck,37,51,0,0,#aa0009,1,21,18,18,2.9,0
5122,12164,Bieleta Spark 11-15,3,3,105,0,95967277SFT,Bieleta Spark 11-15 Derecha/Izquierda Marca Safety,20,75,0,0,#aa0009,1,5,6,35,0.5,2
5123,8240,Palanca Direccional Pick upD21,5,1,203,0,25560-D4500,Palanca Direccional Pick upD21 Marca Bruck,30,40,0,0,#aa0009,1,22,10,8,0.25,0
5124,8240,Palanca Direccional Tsuru II,5,1,203,0,25560-D4500,Palanca Direccional Tsuru II Marca Bruck,83,103,0,0,#aa0009,1,22,10,8,0.25,0
5125,8074,Moldura Botagua Tsuru III Trasera Izquierda Exterior,4,1,285,0,CERN0162,Moldura Botagua Tsuru III Trasera Izquierda Exterior,83,105,0,0,#aa0009,1,57,4,2,0.1,0
5126,8052,Moldura Botagua Tsuru III Derecha Exterior,4,1,285,0,CERN0161,Moldura Botagua Tsuru III Derecha Exterior,83,105,0,0,#aa0009,1,57,4,2,0.1,0
5127,7900,Araña Caja Velocidades Chevy,2,3,378.61,0,5479024SFT,Araña Caja Velocidades Chevy Marca Safety,5,6,0,0,#aa0009,1,24,12,8,0.85,2
5128,8058,Bomba Clutch Corsa Auxiliar,2,3,595.99,0,93298712,Bomba Clutch Corsa Auxiliar Marca Bruck,16,71,0,0,#aa0009,1,8,8,21,0.2,1
5129,8058,Bomba Clutch Tornado Auxiliar,2,3,595.99,0,93298712,Bomba Clutch Tornado Auxiliar  Marca Bruck,21,76,0,0,#aa0009,1,8,8,21,0.2,1
5130,2274,Collarin Aveo,2,3,153,0,90251210,Collarin Aveo Marca Bruck,15,38,0,0,#aa0009,1,4,7,7,0.25,1
5131,1423,Amortiguador Direccion Pointer,3,2,445.99,0,305 425 021 2,Amortiguador de Direccion Para Pointer Marca Bruck,61,62,0,0,#aa0009,1,0,0,0,0,1
5132,978,Banda Tiempo Tsuru III 8 Valvulas,2,1,67.67,0,13028-11M00,Banda Tiempo Tsuru III 8 Valvulas Marca Nikko,83,104,0,0,#aa0009,1,46,10,2,0.1,32
5133,978,Banda Tiempo Tsuru II,2,1,67.67,0,13028-11M00,Banda Tiempo Tsuru II Marca Nikko,83,103,0,0,#aa0009,1,46,10,2,0.1,32
5134,880,Banda Alternador Chevy C2 sin Aire,2,3,34.99,0,93428393,Banda Alternador Chevy C2 sin Aire 10x925 Marca Bruck,5,6,0,0,#aa0009,1,42,11,2,0.1,1
5135,5574,Manguera Ventilacion Motor Chevy (Codo),2,3,28,0,521353,Manguera Ventilacion Motor Chevy (Codo) Marca Tepeyac,5,6,0,0,#aa0009,1,10,6,3,0.1,0
5136,12317,Tubo agua Chevy 3 Salidas,2,3,121.99,0,90448853,Tubo agua Chevy 3 Salidas Marca Smitd,5,6,0,0,#aa0009,1,18,10,35,0.4,0
5137,13595,Tuno Agua Gol,2,2,155.47,0,032-121-065 D,Tuno Agua Gol  1.6 Marca Smidtd,51,56,0,0,#aa0009,1,33,6,6,0.15,0
5138,7482,Solenoide Golf A3 Estandar,5,2,420.11,0,F 000 SH0 133,Solenoide Golf A3 Estandar Marca Bosch,68,65,0,0,#aa0009,1,7,7,17,0.8,0
5139,7482,Solenoide Golf A4 Estandar,5,2,420.11,0,F 000 SH0 133,Solenoide Golf A4 Estandar Marca Bosch,69,66,0,0,#aa0009,1,7,7,17,0.8,0
5140,7482,Solenoide Jetta A3 Estandar,5,2,420.11,0,F 000 SH0 133,Solenoide Jetta A3 Estandar Marca Bosch,54,16,0,0,#aa0009,1,7,7,17,0.8,0
5141,7482,Solenoide Jetta A4 Estandar,5,2,420.11,0,F 000 SH0 133,Solenoide Jetta A4 Estandar Marca Bosch,55,17,0,0,#aa0009,1,7,7,17,0.8,0
5142,13595,Tubo Agua Lupo,2,2,155.47,0,032-121-065 D,Tubo Agua Lupo 1.6 Marca Smidtd,58,58,0,0,#aa0009,1,33,6,6,0.15,0
5143,14472,Sello Cabeza Arbol Platina (Solo) Chico,2,1,21.12,0,11048-00QAC,Sello Cabeza Arbol Platina (Solo) Chico Maeca Kishio,33,44,0,0,#aa0009,1,6,6,2,0.1,0
5144,10014,Sello Cabeza Arbol Platina (Solo) Grande,2,1,29.99,0,11048-00QAA,Sello Cabeza Arbol Platina (Solo) Grande Marca Kishio,33,44,0,0,#aa0009,1,2,8,8,0.1,0
5145,7483,Solenoide Pointer 1800,5,2,521.37,0,000 SH0 137,Solenoide Pointer 1800 Marca Bosch,61,62,0,0,#aa0009,1,7,7,17,0.8,0
5146,13595,Tubo Agua Polo,2,2,155.47,0,032-121-065 D,Tubo Agua Polo 1.6 Marca Smidtd,75,94,0,0,#aa0009,1,33,6,6,0.15,0
5147,14589,Switch Intermitentes Saveiro,5,2,120.39,0,5U0953235A,Switch Intermitentes Saveiro Marca Bruck,62,63,0,0,#aa0009,1,5,5,9,0.1,0
